id,query,url1,url2,winner,comment
629,"A Boston University (BU) alum that is a head of a department or a founder at an AI first, or AI adjacent company. The company can be losely related to AI or LLMs, or might be working to building out their AI feature set. Only show people from the U.S.",https://linkedin.com/in/richarddwhitcomb,https://linkedin.com/in/arkokoley,,
423,"A Boston University (BU) alum that is a head of a department or a founder at an AI first, or AI adjacent company. The company can be losely related to AI or LLMs, or might be working to building out their AI feature set. Only show people from the U.S.",https://linkedin.com/in/vbkotecha,https://linkedin.com/in/russheissner,,
334,"A Boston University (BU) alum that is a head of a department or a founder at an AI first, or AI adjacent company. The company can be losely related to AI or LLMs, or might be working to building out their AI feature set. Only show people from the U.S.",https://linkedin.com/in/jhafiz,https://linkedin.com/in/kingsley-sendze-98162166,,
703,A backend engineer from a top computer science program living in san francisco with 5 years experience working in startups developing performant and scalable backend systems and databases,https://linkedin.com/in/alexspaul,https://linkedin.com/in/hamishtushar,,
442,A backend engineer from a top computer science program living in san francisco with 5 years experience working in startups developing performant and scalable backend systems and databases,https://linkedin.com/in/hamishtushar,https://linkedin.com/in/alexckyeung,,
580,A backend engineer from a top computer science program living in san francisco with 5 years experience working in startups developing performant and scalable backend systems and databases,https://linkedin.com/in/mukulm03,https://linkedin.com/in/jeffyip7,,
388,A perception or computer vision engineer with experience at a startup related to self-driving cars or drones based in San Francisco,https://linkedin.com/in/warren-craddock-8bb60a4,https://linkedin.com/in/marek-hadlaw-4869361,,
41,A perception or computer vision engineer with experience at a startup related to self-driving cars or drones based in San Francisco,https://linkedin.com/in/danny-jeck-83640711,https://linkedin.com/in/supreethrao,,
404,AI strategy consultant with a technical background and a deep understanding of AI / ML. They need to have some inhouse experience and have been a founder in their career. Based in New York,https://linkedin.com/in/jiahao,https://linkedin.com/in/kevinhawz,,
711,AI strategy consultant with a technical background and a deep understanding of AI / ML. They need to have some inhouse experience and have been a founder in their career. Based in New York,https://linkedin.com/in/logemerson,https://linkedin.com/in/shankarmohan2,,
79,"Active angel investors who are interested in deep tech startup investments, spinouts from top universities. Only show people from the U.S.",https://linkedin.com/in/helensandhill,https://linkedin.com/in/tinakhadivi,,
567,"Active angel investors who are interested in deep tech startup investments, spinouts from top universities. Only show people from the U.S.",https://linkedin.com/in/andrewafinch,https://linkedin.com/in/clementsong,,
125,Amazon PPC Specialist in e-commerce sector in Boston,https://linkedin.com/in/dnemeroff,https://linkedin.com/in/tiana-hendrix,,
133,Amazon PPC Specialist in e-commerce sector in Boston,https://linkedin.com/in/pooja-rajbhar-2390a81aa,https://linkedin.com/in/lewis-mustoe-549054127,,
530,Amazon PPC Specialist in e-commerce sector in Boston,https://linkedin.com/in/tiana-hendrix-92a285172,https://linkedin.com/in/drew-caporale-444508b1,,
228,"Business development manager (junior to mid-level, not senior or director-level) with experience in B2B SaaS AI products (productivity software), preferably in startups, based in Philadelphia",https://linkedin.com/in/michaelanorman,https://linkedin.com/in/kennethrosner,,
69,C-level and VP executives at software companies of 500 people or more. Only show people from the U.S.,https://linkedin.com/in/ron-hashem,https://linkedin.com/in/jace-henderson-845094184,,
181,C-level and VP executives at software companies of 500 people or more. Only show people from the U.S.,https://linkedin.com/in/dmoynihan,https://linkedin.com/in/justin-jones-968662186,,
172,C-level and VP executives at software companies of 500 people or more. Only show people from the U.S.,https://linkedin.com/in/dev-stahlkopf,https://linkedin.com/in/dedius,,
302,COO who speaks Russians with experience with working with companies who focus on education through content and sell courses. Only show people from the U.S.,https://linkedin.com/in/olga-piontkowski,https://linkedin.com/in/raffi-bhardwaj,,
745,COO who speaks Russians with experience with working with companies who focus on education through content and sell courses. Only show people from the U.S.,https://linkedin.com/in/caitlynlamdin,https://linkedin.com/in/rita-vinokur-32b52083,,
450,COO who speaks Russians with experience with working with companies who focus on education through content and sell courses. Only show people from the U.S.,https://linkedin.com/in/anya-p-7b3b5443,https://linkedin.com/in/bigmountain,,
773,COO who speaks Russians with experience with working with companies who focus on education through content and sell courses. Only show people from the U.S.,https://linkedin.com/in/andreapowers1,https://linkedin.com/in/ksenia-zhitomirskaya-095743b1,,
131,COOs from small consumer hardware companies in California,https://linkedin.com/in/joaniegentile,https://linkedin.com/in/cristinacovblic,,
220,COOs from small consumer hardware companies in California,https://linkedin.com/in/lyes-bouhazem-145765146,https://linkedin.com/in/damianbrown,,
949,COOs from small consumer hardware companies in California,https://linkedin.com/in/calvin-bach-31825416,https://linkedin.com/in/brandonconnors,,
506,Can you show me all the engineers who joined stripe before their series b. Only show people from the U.S.,https://linkedin.com/in/ottilie-heidenreich-2b5a4524b,https://linkedin.com/in/andybrody,,
424,"Customer success managers with at least 3 years of experience who are located in the San Francisco Bay Area. I would like them to come from companies that are Series A, Series B, or Series C. They need to have worked in healthcare technology at a SAAS company",https://linkedin.com/in/larisa-frederick-516b1797,https://linkedin.com/in/mikeknudtsen,,
173,"Customer success managers with at least 3 years of experience who are located in the San Francisco Bay Area. I would like them to come from companies that are Series A, Series B, or Series C. They need to have worked in healthcare technology at a SAAS company",https://linkedin.com/in/ptran1,https://linkedin.com/in/mmackin,,
777,Find me founders of California based tech companies that have from 10 to 300 employees and are currently actively hiring employees. But don't show me recruiters and don't show me those who work for recruitment agencies. Show me only people that currently are founders (and hide the ones that were founders someday but are not founders now.,https://linkedin.com/in/amine-benkhouya,https://linkedin.com/in/davidjkim,,
311,Find me founders of California based tech companies that have from 10 to 300 employees and are currently actively hiring employees. But don't show me recruiters and don't show me those who work for recruitment agencies. Show me only people that currently are founders (and hide the ones that were founders someday but are not founders now.,https://linkedin.com/in/ijasmineali,https://linkedin.com/in/kamal-arjun-44b665139,,
238,Find me founders of California based tech companies that have from 10 to 300 employees and are currently actively hiring employees. But don't show me recruiters and don't show me those who work for recruitment agencies. Show me only people that currently are founders (and hide the ones that were founders someday but are not founders now.,https://linkedin.com/in/jonnydreams,https://linkedin.com/in/ryan-cavalier-59597534,,
722,"Founding Engineer in one of the recent jobs, with Flask or FastAPI experience, native Russian, stayed more than 1 year at the recent jobs. Only show people from the U.S.",https://linkedin.com/in/sergio-garkusha,https://linkedin.com/in/dfkozlov,,
135,"Founding Engineer in one of the recent jobs, with Flask or FastAPI experience, native Russian, stayed more than 1 year at the recent jobs. Only show people from the U.S.",https://linkedin.com/in/alexkkk,https://linkedin.com/in/alexandrkovalyov,,
6,"Founding Engineer in one of the recent jobs, with Flask or FastAPI experience, native Russian, stayed more than 1 year at the recent jobs. Only show people from the U.S.",https://linkedin.com/in/dfkozlov,https://linkedin.com/in/kirillshershen,,
581,Full-Stack Software Engineer who is an expert in Ruby on Rails who has worked for an early stage VC backed tech startup with respectable tenures with a bachelors in computer science. Only show people from the U.S.,https://linkedin.com/in/zain-i-711280210,https://linkedin.com/in/thomasfreemanusf,,
485,"I am looking for a former FAANG recruiter, tech-savvy, willing to build a product that will fix hiring for product teams. Only show people from the U.S.",https://linkedin.com/in/sundayshields,https://linkedin.com/in/clint-maguire-1412b,,
108,"I am looking for a former FAANG recruiter, tech-savvy, willing to build a product that will fix hiring for product teams. Only show people from the U.S.",https://linkedin.com/in/karla-pereiraj,https://linkedin.com/in/lpandong,,
