id,query,url1,url2,winner,comment
974,"A Boston University (BU) alum that is a head of a department or a founder at an AI first, or AI adjacent company. The company can be losely related to AI or LLMs, or might be working to building out their AI feature set. Only show people from the U.S.",https://linkedin.com/in/charles-wong-46046826,https://linkedin.com/in/alievsky,,
986,A backend engineer from a top computer science program living in san francisco with 5 years experience working in startups developing performant and scalable backend systems and databases,https://linkedin.com/in/chen-wei-christopher-hong-4b189162,https://linkedin.com/in/henrylu1,,
522,A backend engineer from a top computer science program living in san francisco with 5 years experience working in startups developing performant and scalable backend systems and databases,https://linkedin.com/in/andyqi,https://linkedin.com/in/mattstrom,,
570,A backend engineer from a top computer science program living in san francisco with 5 years experience working in startups developing performant and scalable backend systems and databases,https://linkedin.com/in/jeffyip7,https://linkedin.com/in/bvaishnavi91,,
54,A backend engineer from a top computer science program living in san francisco with 5 years experience working in startups developing performant and scalable backend systems and databases,https://linkedin.com/in/stevenschlansker,https://linkedin.com/in/jlo1,,
292,A backend engineer from a top computer science program living in san francisco with 5 years experience working in startups developing performant and scalable backend systems and databases,https://linkedin.com/in/vinodpgowda,https://linkedin.com/in/sean-schaffer,,
346,A backend engineer from a top computer science program living in san francisco with 5 years experience working in startups developing performant and scalable backend systems and databases,https://linkedin.com/in/devanshshri,https://linkedin.com/in/kevin-wang-b96499128,,
737,A perception or computer vision engineer with experience at a startup related to self-driving cars or drones based in San Francisco,https://linkedin.com/in/manlio-barajas,https://linkedin.com/in/alvinzhu88,,
687,A perception or computer vision engineer with experience at a startup related to self-driving cars or drones based in San Francisco,https://linkedin.com/in/ankur-deka,https://linkedin.com/in/gerardmaggiolino,,
209,A perception or computer vision engineer with experience at a startup related to self-driving cars or drones based in San Francisco,https://linkedin.com/in/pavelsurmenok,https://linkedin.com/in/rreynoso8,,
319,AI strategy consultant with a technical background and a deep understanding of AI / ML. They need to have some inhouse experience and have been a founder in their career. Based in New York,https://linkedin.com/in/applied-ai,https://linkedin.com/in/vijaydivi,,
277,AI strategy consultant with a technical background and a deep understanding of AI / ML. They need to have some inhouse experience and have been a founder in their career. Based in New York,https://linkedin.com/in/azizlookman,https://linkedin.com/in/jiahao,,
826,AI strategy consultant with a technical background and a deep understanding of AI / ML. They need to have some inhouse experience and have been a founder in their career. Based in New York,https://linkedin.com/in/ramynoaman,https://linkedin.com/in/jacobwoodward,,
998,AI strategy consultant with a technical background and a deep understanding of AI / ML. They need to have some inhouse experience and have been a founder in their career. Based in New York,https://linkedin.com/in/isahan-k-a2a32031,https://linkedin.com/in/bidishasen13,,
88,AI strategy consultant with a technical background and a deep understanding of AI / ML. They need to have some inhouse experience and have been a founder in their career. Based in New York,https://linkedin.com/in/kevinhawz,https://linkedin.com/in/kruquet,,
30,Amazon PPC Specialist in e-commerce sector in Boston,https://linkedin.com/in/gretchenmacon,https://linkedin.com/in/ana-carmela-agapay-385a00139,,
76,Amazon PPC Specialist in e-commerce sector in Boston,https://linkedin.com/in/lynnelhillow,https://linkedin.com/in/dunnwilliam1,,
136,Armenian tech guys how want to make charity. Only show people from the U.S.,https://linkedin.com/in/patrickmalkassian,https://linkedin.com/in/jeronimomezzadra,,
312,Armenian tech guys how want to make charity. Only show people from the U.S.,https://linkedin.com/in/nick-de-lorie-43395099,https://linkedin.com/in/ellenpkelly,,
70,Armenian tech guys how want to make charity. Only show people from the U.S.,https://linkedin.com/in/jeronimomezzadra,https://linkedin.com/in/rafayel,,
548,"Business development manager (junior to mid-level, not senior or director-level) with experience in B2B SaaS AI products (productivity software), preferably in startups, based in Philadelphia",https://linkedin.com/in/vincepaton,https://linkedin.com/in/ryan-scomo-837850249,,
764,C-level and VP executives at software companies of 500 people or more. Only show people from the U.S.,https://linkedin.com/in/paul-stein-7729469,https://linkedin.com/in/dyovanno,,
66,COO who speaks Russians with experience with working with companies who focus on education through content and sell courses. Only show people from the U.S.,https://linkedin.com/in/annika-spriggs,https://linkedin.com/in/bonita-harriston-leadership-coach,,
275,COO who speaks Russians with experience with working with companies who focus on education through content and sell courses. Only show people from the U.S.,https://linkedin.com/in/suziezeldin,https://linkedin.com/in/elena-borysova-84ba119b,,
901,COO who speaks Russians with experience with working with companies who focus on education through content and sell courses. Only show people from the U.S.,https://linkedin.com/in/neliandersen,https://linkedin.com/in/mikastratton,,
521,COO who speaks Russians with experience with working with companies who focus on education through content and sell courses. Only show people from the U.S.,https://linkedin.com/in/mikastratton,https://linkedin.com/in/katya-marchenko,,
740,COO who speaks Russians with experience with working with companies who focus on education through content and sell courses. Only show people from the U.S.,https://linkedin.com/in/ronenolshansky,https://linkedin.com/in/yalouskikh,,
678,COO who speaks Russians with experience with working with companies who focus on education through content and sell courses. Only show people from the U.S.,https://linkedin.com/in/vlaslezin,https://linkedin.com/in/rita-vinokur-32b52083,,
679,Can you show me all the engineers who joined stripe before their series b. Only show people from the U.S.,https://linkedin.com/in/nalin-goel,https://linkedin.com/in/ebroder,,
499,Can you show me all the engineers who joined stripe before their series b. Only show people from the U.S.,https://linkedin.com/in/thairu,https://linkedin.com/in/meiling-li-276651156,,
866,"Current position should be customer success specialist, not director or VP of customer success, with prior experience in CPAAS. Only show people from the U.S.",https://linkedin.com/in/jacob-soto-692029197,https://linkedin.com/in/brandi-abeyta-msm-b46bb447,,
652,"Customer Success managers located in San Francisco with the following:

At least 3 years experience in B2B SaaS
Startup experience
Healthcare tech experience",https://linkedin.com/in/madelineboon,https://linkedin.com/in/garrettleahy,,
493,"Customer Success managers located in San Francisco with the following:

At least 3 years experience in B2B SaaS
Startup experience
Healthcare tech experience",https://linkedin.com/in/iampaolacpostiglione,https://linkedin.com/in/luismanuelperez,,
63,"Customer Success managers located in San Francisco with the following:

At least 3 years experience in B2B SaaS
Startup experience
Healthcare tech experience",https://linkedin.com/in/melody-morales-16b19041,https://linkedin.com/in/jason-huang-401116108,,
714,"Customer Success managers located in San Francisco with the following:

At least 3 years experience in B2B SaaS
Startup experience
Healthcare tech experience",https://linkedin.com/in/bethany-waldo-77614092,https://linkedin.com/in/bruno-yoffe,,
318,"Customer success managers with at least 3 years of experience who are located in the San Francisco Bay Area. I would like them to come from companies that are Series A, Series B, or Series C. They need to have worked in healthcare technology at a SAAS company",https://linkedin.com/in/rajiseshadri,https://linkedin.com/in/stormy-maratas,,
