id,query,url1,url2,winner,comment
83,"A Boston University (BU) alum that is a head of a department or a founder at an AI first, or AI adjacent company. The company can be losely related to AI or LLMs, or might be working to building out their AI feature set. Only show people from the U.S.",https://linkedin.com/in/ramcnaidu,https://linkedin.com/in/brian-l-lichorowic-0615a,,
167,"A Boston University (BU) alum that is a head of a department or a founder at an AI first, or AI adjacent company. The company can be losely related to AI or LLMs, or might be working to building out their AI feature set. Only show people from the U.S.",https://linkedin.com/in/sjunwikul,https://linkedin.com/in/borisraskin,,
417,A backend engineer from a top computer science program living in san francisco with 5 years experience working in startups developing performant and scalable backend systems and databases,https://linkedin.com/in/sudhirvijay,https://linkedin.com/in/igal-babushkin,,
533,A perception or computer vision engineer with experience at a startup related to self-driving cars or drones based in San Francisco,https://linkedin.com/in/dungvt,https://linkedin.com/in/aaditp,,
89,A perception or computer vision engineer with experience at a startup related to self-driving cars or drones based in San Francisco,https://linkedin.com/in/bingai1985,https://linkedin.com/in/yang-xue,,
113,"Active angel investors who are interested in deep tech startup investments, spinouts from top universities. Only show people from the U.S.",https://linkedin.com/in/deeptechvc,https://linkedin.com/in/chrisdsuh,,
104,"Active angel investors who are interested in deep tech startup investments, spinouts from top universities. Only show people from the U.S.",https://linkedin.com/in/rishi-n-434444,https://linkedin.com/in/barookhian,,
694,Amazon PPC Specialist in e-commerce sector in Boston,https://linkedin.com/in/ahranlee121288,https://linkedin.com/in/pooja-rajbhar-2390a81aa,,
634,Armenian tech guys how want to make charity. Only show people from the U.S.,https://linkedin.com/in/luccineh,https://linkedin.com/in/denys-kunyavski-05202019,,
444,Armenian tech guys how want to make charity. Only show people from the U.S.,https://linkedin.com/in/leonardo-krupek,https://linkedin.com/in/nahrekhartoonian,,
43,"Business development manager (junior to mid-level, not senior or director-level) with experience in B2B SaaS AI products (productivity software), preferably in startups, based in Philadelphia",https://linkedin.com/in/john-lucas-jr,https://linkedin.com/in/markbpeterson,,
618,"Business development manager (junior to mid-level, not senior or director-level) with experience in B2B SaaS AI products (productivity software), preferably in startups, based in Philadelphia",https://linkedin.com/in/mounir-elnaggar,https://linkedin.com/in/john-lucas-jr,,
42,C-level and VP executives at software companies of 500 people or more. Only show people from the U.S.,https://linkedin.com/in/kisma-k-222kk,https://linkedin.com/in/gary-peterson-416441,,
