id,query,url1,url2,winner,comment
681,"A Boston University (BU) alum that is a head of a department or a founder at an AI first, or AI adjacent company. The company can be losely related to AI or LLMs, or might be working to building out their AI feature set. Only show people from the U.S.",https://linkedin.com/in/russheissner,https://linkedin.com/in/joe-massey-9a3018152,,
102,A backend engineer from a top computer science program living in san francisco with 5 years experience working in startups developing performant and scalable backend systems and databases,https://linkedin.com/in/ronak-v-6652b869,https://linkedin.com/in/devanshshri,,
729,A perception or computer vision engineer with experience at a startup related to self-driving cars or drones based in San Francisco,https://linkedin.com/in/supreethrao,https://linkedin.com/in/patrickvarin,,
840,A perception or computer vision engineer with experience at a startup related to self-driving cars or drones based in San Francisco,https://linkedin.com/in/kevin-keogh-a52a3584,https://linkedin.com/in/danny-jeck-83640711,,
345,A perception or computer vision engineer with experience at a startup related to self-driving cars or drones based in San Francisco,https://linkedin.com/in/ameer-ellaboudy-7455b77,https://linkedin.com/in/jayant1408,,
459,AI strategy consultant with a technical background and a deep understanding of AI / ML. They need to have some inhouse experience and have been a founder in their career. Based in New York,https://linkedin.com/in/anthonyheaphy,https://linkedin.com/in/jennshin,,
58,AI strategy consultant with a technical background and a deep understanding of AI / ML. They need to have some inhouse experience and have been a founder in their career. Based in New York,https://linkedin.com/in/ashwani-varshney,https://linkedin.com/in/jack-brown-3plus1,,
241,AI strategy consultant with a technical background and a deep understanding of AI / ML. They need to have some inhouse experience and have been a founder in their career. Based in New York,https://linkedin.com/in/singularitysi7,https://linkedin.com/in/mohammad-naqvi-a867991a,,
387,"Active angel investors who are interested in deep tech startup investments, spinouts from top universities. Only show people from the U.S.",https://linkedin.com/in/chrisdsuh,https://linkedin.com/in/sebastian-barriga,,
339,"Active angel investors who are interested in deep tech startup investments, spinouts from top universities. Only show people from the U.S.",https://linkedin.com/in/yasibaiani,https://linkedin.com/in/joannachang,,
372,Amazon PPC Specialist in e-commerce sector in Boston,https://linkedin.com/in/kraig-hill-mba-52b01a180,https://linkedin.com/in/gretchenmacon,,
769,Armenian tech guys how want to make charity. Only show people from the U.S.,https://linkedin.com/in/armenorujyan,https://linkedin.com/in/nick--bruce,,
243,Armenian tech guys how want to make charity. Only show people from the U.S.,https://linkedin.com/in/brittney-junkins-18b032118,https://linkedin.com/in/realjeero,,
