id,query,url1,url2,winner,comment
227,A backend engineer from a top computer science program living in san francisco with 5 years experience working in startups developing performant and scalable backend systems and databases,https://linkedin.com/in/pernekhan,https://linkedin.com/in/chen-wei-christopher-hong-4b189162,,
587,A backend engineer from a top computer science program living in san francisco with 5 years experience working in startups developing performant and scalable backend systems and databases,https://linkedin.com/in/json-mern-jee,https://linkedin.com/in/michael-ngo-eng,,
192,A backend engineer from a top computer science program living in san francisco with 5 years experience working in startups developing performant and scalable backend systems and databases,https://linkedin.com/in/sean-schaffer,https://linkedin.com/in/hamishtushar,,
249,A perception or computer vision engineer with experience at a startup related to self-driving cars or drones based in San Francisco,https://linkedin.com/in/nghia-ho-6259866,https://linkedin.com/in/vijayaganeshmohan,,
350,AI strategy consultant with a technical background and a deep understanding of AI / ML. They need to have some inhouse experience and have been a founder in their career. Based in New York,https://linkedin.com/in/bidishasen13,https://linkedin.com/in/ramynoaman,,
896,AI strategy consultant with a technical background and a deep understanding of AI / ML. They need to have some inhouse experience and have been a founder in their career. Based in New York,https://linkedin.com/in/anthony-elkommos,https://linkedin.com/in/singularitysi7,,
664,"Active angel investors who are interested in deep tech startup investments, spinouts from top universities. Only show people from the U.S.",https://linkedin.com/in/dominguezguillermo,https://linkedin.com/in/raymondpeck,,
631,"Active angel investors who are interested in deep tech startup investments, spinouts from top universities. Only show people from the U.S.",https://linkedin.com/in/da-xue-algorithm,https://linkedin.com/in/deeptechvc,,
359,Amazon PPC Specialist in e-commerce sector in Boston,https://linkedin.com/in/mike-white17,https://linkedin.com/in/danielle-roller-mba-14306532,,
946,Amazon PPC Specialist in e-commerce sector in Boston,https://linkedin.com/in/meggleason,https://linkedin.com/in/daleyj,,
557,Amazon PPC Specialist in e-commerce sector in Boston,https://linkedin.com/in/dunnwilliam1,https://linkedin.com/in/ryantwalker,,
536,Armenian tech guys how want to make charity. Only show people from the U.S.,https://linkedin.com/in/ayekikian,https://linkedin.com/in/joseph-defranc,,
464,"Business development manager (junior to mid-level, not senior or director-level) with experience in B2B SaaS AI products (productivity software), preferably in startups, based in Philadelphia",https://linkedin.com/in/john-zinger-493139219,https://linkedin.com/in/alexkjames,,
836,"Business development manager (junior to mid-level, not senior or director-level) with experience in B2B SaaS AI products (productivity software), preferably in startups, based in Philadelphia",https://linkedin.com/in/bobbyloftus,https://linkedin.com/in/uchechukwu-ajuzieogu,,
118,"Business development manager (junior to mid-level, not senior or director-level) with experience in B2B SaaS AI products (productivity software), preferably in startups, based in Philadelphia",https://linkedin.com/in/rodolfo-brito-728a9a176,https://linkedin.com/in/michaelanorman,,
907,C-level and VP executives at software companies of 500 people or more. Only show people from the U.S.,https://linkedin.com/in/saileshkrishnamurthy,https://linkedin.com/in/ron-hashem,,
544,C-level and VP executives at software companies of 500 people or more. Only show people from the U.S.,https://linkedin.com/in/antonhanebrink,https://linkedin.com/in/jensoncrawford,,
380,COO who speaks Russians with experience with working with companies who focus on education through content and sell courses. Only show people from the U.S.,https://linkedin.com/in/juliakorneva,https://linkedin.com/in/dmitryreznik,,
868,COO who speaks Russians with experience with working with companies who focus on education through content and sell courses. Only show people from the U.S.,https://linkedin.com/in/michaeljpanco,https://linkedin.com/in/juliakorneva,,
991,COOs from small consumer hardware companies in California,https://linkedin.com/in/gerardo-medina-142a21aa,https://linkedin.com/in/michael-sobolewski,,
