id,query,rank,source1,docid1,source2,docid2,url1,url2,winner,comment
399,"A Boston University (BU) alum that is a head of a department or a founder at an AI first, or AI adjacent company. The company can be losely related to AI or LLMs, or might be working to building out their AI feature set. Only show people from the U.S.",4.0,Pearch.AI,hari-banoth-88a719186,PeopleGPT,tylermagnin,https://linkedin.com/in/hari-banoth-88a719186,https://linkedin.com/in/tylermagnin,,
68,"A Boston University (BU) alum that is a head of a department or a founder at an AI first, or AI adjacent company. The company can be losely related to AI or LLMs, or might be working to building out their AI feature set. Only show people from the U.S.",7.0,PeopleGPT,sabrinamason,LinkedIn,moraviameansquality,https://linkedin.com/in/sabrinamason,https://linkedin.com/in/moraviameansquality,,
75,A backend engineer from a top computer science program living in san francisco with 5 years experience working in startups developing performant and scalable backend systems and databases,7.0,LinkedIn,carl-thronson,PeopleGPT,oleg-petrunya-034a4b1,https://linkedin.com/in/carl-thronson,https://linkedin.com/in/oleg-petrunya-034a4b1,,
828,A backend engineer from a top computer science program living in san francisco with 5 years experience working in startups developing performant and scalable backend systems and databases,9.0,Pearch.AI,keaton-subjeck,PeopleGPT,morkvaivan,https://linkedin.com/in/keaton-subjeck,https://linkedin.com/in/morkvaivan,,
369,A perception or computer vision engineer with experience at a startup related to self-driving cars or drones based in San Francisco,8.0,Pearch.AI,keyi-ren-02b48b129,PeopleGPT,pulkit-budhiraja-8409aa21,https://linkedin.com/in/keyi-ren-02b48b129,https://linkedin.com/in/pulkit-budhiraja-8409aa21,,
38,A perception or computer vision engineer with experience at a startup related to self-driving cars or drones based in San Francisco,2.0,Pearch.AI,linhao-jin-52825aa8,PeopleGPT,kchin1989,https://linkedin.com/in/linhao-jin-52825aa8,https://linkedin.com/in/kchin1989,,
966,A perception or computer vision engineer with experience at a startup related to self-driving cars or drones based in San Francisco,3.0,Exa.AI,caleb-m-levy,Pearch.AI,kylekrafka,https://linkedin.com/in/caleb-m-levy,https://linkedin.com/in/kylekrafka,,
537,A perception or computer vision engineer with experience at a startup related to self-driving cars or drones based in San Francisco,9.0,LinkedIn,rreynoso8,Exa.AI,jessica-eindhoven-260388198,https://linkedin.com/in/rreynoso8,https://linkedin.com/in/jessica-eindhoven-260388198,,
538,"Active angel investors who are interested in deep tech startup investments, spinouts from top universities. Only show people from the U.S.",9.0,Pearch.AI,barookhian,Exa.AI,larryli,https://linkedin.com/in/barookhian,https://linkedin.com/in/larryli,,
833,"Active angel investors who are interested in deep tech startup investments, spinouts from top universities. Only show people from the U.S.",6.0,PeopleGPT,janedwinboyer,Exa.AI,leo-naiwen-cui-ph-d-59531439,https://linkedin.com/in/janedwinboyer,https://linkedin.com/in/leo-naiwen-cui-ph-d-59531439,,
602,"Active angel investors who are interested in deep tech startup investments, spinouts from top universities. Only show people from the U.S.",1.0,Exa.AI,clementsong,LinkedIn,claudius-taylor,https://linkedin.com/in/clementsong,https://linkedin.com/in/claudius-taylor,,
911,Amazon PPC Specialist in e-commerce sector in Boston,2.0,Pearch.AI,sarah-kim-0b3a0786,LinkedIn,anthony-quagliata,https://linkedin.com/in/sarah-kim-0b3a0786,https://linkedin.com/in/anthony-quagliata,,
622,Amazon PPC Specialist in e-commerce sector in Boston,1.0,Exa.AI,jennamclaughlin,Pearch.AI,e-a,https://linkedin.com/in/jennamclaughlin,https://linkedin.com/in/e-a,,
844,Amazon PPC Specialist in e-commerce sector in Boston,3.0,LinkedIn,lois-warden,Exa.AI,ryan-bishop-28323835,https://linkedin.com/in/lois-warden,https://linkedin.com/in/ryan-bishop-28323835,,
340,Amazon PPC Specialist in e-commerce sector in Boston,6.0,LinkedIn,rachel-ramos-,Exa.AI,meggleason,https://linkedin.com/in/rachel-ramos-,https://linkedin.com/in/meggleason,,
620,Armenian tech guys how want to make charity. Only show people from the U.S.,5.0,PeopleGPT,nahrekhartoonian,Pearch.AI,gevorg-adamyan-b133ab24,https://linkedin.com/in/nahrekhartoonian,https://linkedin.com/in/gevorg-adamyan-b133ab24,,
693,Armenian tech guys how want to make charity. Only show people from the U.S.,0.0,PeopleGPT,joyhahn,Exa.AI,ayekikian,https://linkedin.com/in/joyhahn,https://linkedin.com/in/ayekikian,,
743,"Business development manager (junior to mid-level, not senior or director-level) with experience in B2B SaaS AI products (productivity software), preferably in startups, based in Philadelphia",8.0,PeopleGPT,danyolton,LinkedIn,austinkaylormiller,https://linkedin.com/in/danyolton,https://linkedin.com/in/austinkaylormiller,,
927,"Business development manager (junior to mid-level, not senior or director-level) with experience in B2B SaaS AI products (productivity software), preferably in startups, based in Philadelphia",5.0,Pearch.AI,danielkyle21,Exa.AI,adam-salter-5105a12b,https://linkedin.com/in/danielkyle21,https://linkedin.com/in/adam-salter-5105a12b,,
956,"Business development manager (junior to mid-level, not senior or director-level) with experience in B2B SaaS AI products (productivity software), preferably in startups, based in Philadelphia",2.0,Pearch.AI,elisa-jose,PeopleGPT,jihad-abouhatab,https://linkedin.com/in/elisa-jose,https://linkedin.com/in/jihad-abouhatab,,
188,C-level and VP executives at software companies of 500 people or more. Only show people from the U.S.,5.0,Exa.AI,matthew-ramella-6030355,LinkedIn,jerrytippitt,https://linkedin.com/in/matthew-ramella-6030355,https://linkedin.com/in/jerrytippitt,,
736,C-level and VP executives at software companies of 500 people or more. Only show people from the U.S.,9.0,Exa.AI,andrew-dotson-8980105,LinkedIn,khalil-sequeira,https://linkedin.com/in/andrew-dotson-8980105,https://linkedin.com/in/khalil-sequeira,,
356,COOs from small consumer hardware companies in California,2.0,Pearch.AI,teratum-lowchareonkul-5a640b10,PeopleGPT,nils-grimm-0790395,https://linkedin.com/in/teratum-lowchareonkul-5a640b10,https://linkedin.com/in/nils-grimm-0790395,,
861,COOs from small consumer hardware companies in California,1.0,Exa.AI,valrogers1,Pearch.AI,torencelu,https://linkedin.com/in/valrogers1,https://linkedin.com/in/torencelu,,
630,Can you show me all the engineers who joined stripe before their series b. Only show people from the U.S.,1.0,LinkedIn,cleckley,PeopleGPT,samanta-jess-,https://linkedin.com/in/cleckley,https://linkedin.com/in/samanta-jess-,,
116,"Current position should be customer success specialist, not director or VP of customer success, with prior experience in CPAAS. Only show people from the U.S.",5.0,Pearch.AI,jandi-pope-b5028213b,LinkedIn,ruchirpandya,https://linkedin.com/in/jandi-pope-b5028213b,https://linkedin.com/in/ruchirpandya,,
126,"Current position should be customer success specialist, not director or VP of customer success, with prior experience in CPAAS. Only show people from the U.S.",7.0,Pearch.AI,gina-madera-3710131a6,Exa.AI,krisbarbour,https://linkedin.com/in/gina-madera-3710131a6,https://linkedin.com/in/krisbarbour,,
680,"Customer Success managers located in San Francisco with the following:

At least 3 years experience in B2B SaaS
Startup experience
Healthcare tech experience",0.0,Pearch.AI,shruti-chander-9658962,Exa.AI,bethany-waldo-77614092,https://linkedin.com/in/shruti-chander-9658962,https://linkedin.com/in/bethany-waldo-77614092,,
551,"Customer Success managers located in San Francisco with the following:

At least 3 years experience in B2B SaaS
Startup experience
Healthcare tech experience",2.0,Exa.AI,luismanuelperez,Pearch.AI,caleyrittman,https://linkedin.com/in/luismanuelperez,https://linkedin.com/in/caleyrittman,,
349,Find me founders of California based tech companies that have from 10 to 300 employees and are currently actively hiring employees. But don't show me recruiters and don't show me those who work for recruitment agencies. Show me only people that currently are founders (and hide the ones that were founders someday but are not founders now.,6.0,PeopleGPT,robmomary,Exa.AI,eric-toh-here,https://linkedin.com/in/robmomary,https://linkedin.com/in/eric-toh-here,,
758,Find me founders of California based tech companies that have from 10 to 300 employees and are currently actively hiring employees. But don't show me recruiters and don't show me those who work for recruitment agencies. Show me only people that currently are founders (and hide the ones that were founders someday but are not founders now.,3.0,PeopleGPT,rishiranjan1,Exa.AI,djgupt,https://linkedin.com/in/rishiranjan1,https://linkedin.com/in/djgupt,,
863,Find me founders of California based tech companies that have from 10 to 300 employees and are currently actively hiring employees. But don't show me recruiters and don't show me those who work for recruitment agencies. Show me only people that currently are founders (and hide the ones that were founders someday but are not founders now.,4.0,Exa.AI,bethany-bongiorno-55a20779,Pearch.AI,billytianlan,https://linkedin.com/in/bethany-bongiorno-55a20779,https://linkedin.com/in/billytianlan,,
46,Find me founders of California based tech companies that have from 10 to 300 employees and are currently actively hiring employees. But don't show me recruiters and don't show me those who work for recruitment agencies. Show me only people that currently are founders (and hide the ones that were founders someday but are not founders now.,1.0,Exa.AI,xnitingupta,Pearch.AI,tomaspuig,https://linkedin.com/in/xnitingupta,https://linkedin.com/in/tomaspuig,,
93,Find me founders of California based tech companies that have from 10 to 300 employees and are currently actively hiring employees. But don't show me recruiters and don't show me those who work for recruitment agencies. Show me only people that currently are founders (and hide the ones that were founders someday but are not founders now.,6.0,Exa.AI,eric-toh-here,Pearch.AI,jane1nouromid,https://linkedin.com/in/eric-toh-here,https://linkedin.com/in/jane1nouromid,,
473,Full-Stack Software Engineer who is an expert in Ruby on Rails who has worked for an early stage VC backed tech startup with respectable tenures with a bachelors in computer science. Only show people from the U.S.,6.0,Exa.AI,ted-nichols-92233440,LinkedIn,keyon-elam-22a032325,https://linkedin.com/in/ted-nichols-92233440,https://linkedin.com/in/keyon-elam-22a032325,,
675,"I am looking for a former FAANG recruiter, tech-savvy, willing to build a product that will fix hiring for product teams. Only show people from the U.S.",1.0,LinkedIn,dianaelt,PeopleGPT,bradleyflotten,https://linkedin.com/in/dianaelt,https://linkedin.com/in/bradleyflotten,,
149,"I am seeking founders, co-founders, or CEOs of companies founded in the last six years in the USA, specifically in the areas of tax automation, accounting, and company registration.",0.0,LinkedIn,tiger-singh-gill-mac-msada-21878926,PeopleGPT,1stevejohnson,https://linkedin.com/in/tiger-singh-gill-mac-msada-21878926,https://linkedin.com/in/1stevejohnson,,
625,"I am seeking founders, co-founders, or CEOs of companies founded in the last six years in the USA, specifically in the areas of tax automation, accounting, and company registration.",7.0,Exa.AI,charliharrell,PeopleGPT,akhilnaini,https://linkedin.com/in/charliharrell,https://linkedin.com/in/akhilnaini,,
287,"I am seeking founders, co-founders, or CEOs of companies founded in the last six years in the USA, specifically in the areas of tax automation, accounting, and company registration.",6.0,LinkedIn,kachunghung,PeopleGPT,constantin-kogan,https://linkedin.com/in/kachunghung,https://linkedin.com/in/constantin-kogan,,
569,I'm looking for a VP or Head of Sales for a health tech Series A startup Has successfully built and managed a team of 10 sales reps Ideally located in Los Angeles CA. This person needs to have at least 3 years of experience working as VP or Head of Sales.,6.0,Pearch.AI,mkbconsulting,LinkedIn,sandra-m-ortiz-83a99131,https://linkedin.com/in/mkbconsulting,https://linkedin.com/in/sandra-m-ortiz-83a99131,,
304,I'm looking for a VP or Head of Sales for a health tech Series A startup Has successfully built and managed a team of 10 sales reps Ideally located in Los Angeles CA. This person needs to have at least 3 years of experience working as VP or Head of Sales.,5.0,Exa.AI,michael-hahn-723891,Pearch.AI,tarrant-moses-b9289919,https://linkedin.com/in/michael-hahn-723891,https://linkedin.com/in/tarrant-moses-b9289919,,
793,I'm looking for a VP or Head of Sales for a health tech Series A startup Has successfully built and managed a team of 10 sales reps Ideally located in Los Angeles CA. This person needs to have at least 3 years of experience working as VP or Head of Sales.,6.0,Exa.AI,corinne-k-777009112,PeopleGPT,joseph-m-bradley,https://linkedin.com/in/corinne-k-777009112,https://linkedin.com/in/joseph-m-bradley,,
407,I'm looking for a VP or Head of Sales for a health tech Series A startup Has successfully built and managed a team of 10 sales reps Ideally located in Los Angeles CA. This person needs to have at least 3 years of experience working as VP or Head of Sales.,4.0,PeopleGPT,marci-lorentz-8390a4a,Exa.AI,sarahrose-schiftan-60b39b47,https://linkedin.com/in/marci-lorentz-8390a4a,https://linkedin.com/in/sarahrose-schiftan-60b39b47,,
124,I'm looking for a VP or Head of Sales for a health tech Series A startup Has successfully built and managed a team of 10 sales reps Ideally located in Los Angeles CA. This person needs to have at least 3 years of experience working as VP or Head of Sales.,2.0,LinkedIn,robertpruter,PeopleGPT,christiandipietrantonio,https://linkedin.com/in/robertpruter,https://linkedin.com/in/christiandipietrantonio,,
50,I'm looking for a VP or Head of Sales for a health tech Series A startup Has successfully built and managed a team of 10 sales reps Ideally located in Los Angeles CA. This person needs to have at least 3 years of experience working as VP or Head of Sales.,1.0,Pearch.AI,peter-longo-a97aa13,PeopleGPT,jason-de-turris-4b56a933,https://linkedin.com/in/peter-longo-a97aa13,https://linkedin.com/in/jason-de-turris-4b56a933,,
341,"Looking for C level or senior executives currently running innovation and strategy at large corporations. I only need senior level full time employees, avoid consultants. Only show people from the U.S.",3.0,Pearch.AI,julia-hilton-b643594,Exa.AI,chris-lehmann,https://linkedin.com/in/julia-hilton-b643594,https://linkedin.com/in/chris-lehmann,,
786,"Looking for C level or senior executives currently running innovation and strategy at large corporations. I only need senior level full time employees, avoid consultants. Only show people from the U.S.",3.0,LinkedIn,pratiprc,Pearch.AI,julia-hilton-b643594,https://linkedin.com/in/pratiprc,https://linkedin.com/in/julia-hilton-b643594,,
470,"Looking for C level or senior executives currently running innovation and strategy at large corporations. I only need senior level full time employees, avoid consultants. Only show people from the U.S.",1.0,PeopleGPT,daydaniel,LinkedIn,christinewilkes,https://linkedin.com/in/daydaniel,https://linkedin.com/in/christinewilkes,,
195,"Looking for C level or senior executives currently running innovation and strategy at large corporations. I only need senior level full time employees, avoid consultants. Only show people from the U.S.",0.0,Exa.AI,michaelbenjaminproductinnovationexecutive,Pearch.AI,kristen-russell-3874a07,https://linkedin.com/in/michaelbenjaminproductinnovationexecutive,https://linkedin.com/in/kristen-russell-3874a07,,
431,Looking for a project manager who have built small teams from the scratch and who must have an experience in building simple BROWSER web games. Only show people from the U.S.,6.0,Pearch.AI,kecosta,Exa.AI,nicoloss,https://linkedin.com/in/kecosta,https://linkedin.com/in/nicoloss,,
117,Looking for a project manager who have built small teams from the scratch and who must have an experience in building simple BROWSER web games. Only show people from the U.S.,0.0,Exa.AI,christopher-scott-28611216,LinkedIn,katelynrblock,https://linkedin.com/in/christopher-scott-28611216,https://linkedin.com/in/katelynrblock,,
263,Looking for in house recruiter based in san Francisco at top VC backed companies (between seed - series C) with under 3 years of experience out of college,2.0,Exa.AI,janielle-rodriguez,LinkedIn,drashti-rashi-varshney-17b925215,https://linkedin.com/in/janielle-rodriguez,https://linkedin.com/in/drashti-rashi-varshney-17b925215,,
558,Looking for in house recruiter based in san Francisco at top VC backed companies (between seed - series C) with under 3 years of experience out of college,5.0,PeopleGPT,claire-hu-57454827b,LinkedIn,akshita-rana-2107151b8,https://linkedin.com/in/claire-hu-57454827b,https://linkedin.com/in/akshita-rana-2107151b8,,
751,Looking for in house recruiter based in san Francisco at top VC backed companies (between seed - series C) with under 3 years of experience out of college,0.0,Exa.AI,sontngo4,Pearch.AI,alexander-kuskov-recruitment,https://linkedin.com/in/sontngo4,https://linkedin.com/in/alexander-kuskov-recruitment,,
236,Looking for in house recruiter based in san Francisco at top VC backed companies (between seed - series C) with under 3 years of experience out of college,5.0,Exa.AI,john-mead-ba5a21268,PeopleGPT,claire-hu-57454827b,https://linkedin.com/in/john-mead-ba5a21268,https://linkedin.com/in/claire-hu-57454827b,,
730,Seeking a CEO who co-founded a $1B startup. Only show people from the U.S.,2.0,Pearch.AI,joshuamotta,LinkedIn,orlov-m,https://linkedin.com/in/joshuamotta,https://linkedin.com/in/orlov-m,,
203,VP of Marketing based in LA with strong understandings of data analytics,9.0,PeopleGPT,analytics-daniel-kim,LinkedIn,darrenpitchford,https://linkedin.com/in/analytics-daniel-kim,https://linkedin.com/in/darrenpitchford,,
335,Venture investor. Only show people from the U.S.,8.0,LinkedIn,ethan-brown-191b9120a,Pearch.AI,dag-syrrist-987ba65,https://linkedin.com/in/ethan-brown-191b9120a,https://linkedin.com/in/dag-syrrist-987ba65,,
912,Venture investor. Only show people from the U.S.,0.0,LinkedIn,machadorenard,Exa.AI,ericvp,https://linkedin.com/in/machadorenard,https://linkedin.com/in/ericvp,,
667,Venture investor. Only show people from the U.S.,7.0,PeopleGPT,michael-gazzolo-cfp®-caia-cfa-71308410,Pearch.AI,adoralovestrand,https://linkedin.com/in/michael-gazzolo-cfp®-caia-cfa-71308410,https://linkedin.com/in/adoralovestrand,,
175,Venture investor. Only show people from the U.S.,3.0,Pearch.AI,jake-fuchs-7b5ab472,LinkedIn,andy-kumar-7b74158,https://linkedin.com/in/jake-fuchs-7b5ab472,https://linkedin.com/in/andy-kumar-7b74158,,
809,Venture investor. Only show people from the U.S.,6.0,PeopleGPT,davis-amanyisye-ccim-cre-investment-sales-6b96b813,Exa.AI,jason-m-65175a1b3,https://linkedin.com/in/davis-amanyisye-ccim-cre-investment-sales-6b96b813,https://linkedin.com/in/jason-m-65175a1b3,,
15,a Head of People Performance for a SaaS company. They need to have experience in a big 4 consultancy and skilled at building processes and analysing data. Only show people from the U.S.,9.0,Exa.AI,roberta-chew-53043b1,Pearch.AI,amandalbradshaw,https://linkedin.com/in/roberta-chew-53043b1,https://linkedin.com/in/amandalbradshaw,,
268,a Head of People Performance for a SaaS company. They need to have experience in a big 4 consultancy and skilled at building processes and analysing data. Only show people from the U.S.,5.0,Pearch.AI,amandalbradshaw,LinkedIn,yvettemkennedy,https://linkedin.com/in/amandalbradshaw,https://linkedin.com/in/yvettemkennedy,,
284,a collective intelligence expert who can help me architect a new software. Only show people from the U.S.,8.0,Exa.AI,allenholub,Pearch.AI,chris-jonesy-jones-28346255,https://linkedin.com/in/allenholub,https://linkedin.com/in/chris-jonesy-jones-28346255,,
512,a perception engineer experienced with sensor fusion at a venture backed company with at least 5 years experience. Only show people from the U.S.,2.0,PeopleGPT,thivankaperera,Pearch.AI,rohithkrishnag,https://linkedin.com/in/thivankaperera,https://linkedin.com/in/rohithkrishnag,,
222,a revenue cycle management specialist who is familiar with startups. Only show people from the U.S.,1.0,LinkedIn,sppayne,Pearch.AI,lisa-carmichael-a24a161b4,https://linkedin.com/in/sppayne,https://linkedin.com/in/lisa-carmichael-a24a161b4,,
153,a revenue cycle management specialist who is familiar with startups. Only show people from the U.S.,3.0,PeopleGPT,michael-ciriaco-cpc-462a8219,Exa.AI,james-thomas-68361377,https://linkedin.com/in/michael-ciriaco-cpc-462a8219,https://linkedin.com/in/james-thomas-68361377,,
434,a revenue cycle management specialist who is familiar with startups. Only show people from the U.S.,4.0,LinkedIn,monicabrandt,PeopleGPT,robertechavarria,https://linkedin.com/in/monicabrandt,https://linkedin.com/in/robertechavarria,,
684,a senior UX designer who is in san francisco that has been a founding ux designer,3.0,LinkedIn,deeptisarnaik,Pearch.AI,brianringseis,https://linkedin.com/in/deeptisarnaik,https://linkedin.com/in/brianringseis,,
