id,query,rank,source1,docid1,source2,docid2,url1,url2,winner,comment
681,"A Boston University (BU) alum that is a head of a department or a founder at an AI first, or AI adjacent company. The company can be losely related to AI or LLMs, or might be working to building out their AI feature set. Only show people from the U.S.",9.0,PeopleGPT,russheissner,Pearch.AI,joe-massey-9a3018152,https://linkedin.com/in/russheissner,https://linkedin.com/in/joe-massey-9a3018152,,
102,A backend engineer from a top computer science program living in san francisco with 5 years experience working in startups developing performant and scalable backend systems and databases,4.0,Exa.AI,ronak-v-6652b869,LinkedIn,devanshshri,https://linkedin.com/in/ronak-v-6652b869,https://linkedin.com/in/devanshshri,,
729,A perception or computer vision engineer with experience at a startup related to self-driving cars or drones based in San Francisco,7.0,LinkedIn,supreethrao,PeopleGPT,patrickvarin,https://linkedin.com/in/supreethrao,https://linkedin.com/in/patrickvarin,,
840,A perception or computer vision engineer with experience at a startup related to self-driving cars or drones based in San Francisco,7.0,Exa.AI,kevin-keogh-a52a3584,Pearch.AI,danny-jeck-83640711,https://linkedin.com/in/kevin-keogh-a52a3584,https://linkedin.com/in/danny-jeck-83640711,,
345,A perception or computer vision engineer with experience at a startup related to self-driving cars or drones based in San Francisco,1.0,Exa.AI,ameer-ellaboudy-7455b77,LinkedIn,jayant1408,https://linkedin.com/in/ameer-ellaboudy-7455b77,https://linkedin.com/in/jayant1408,,
459,AI strategy consultant with a technical background and a deep understanding of AI / ML. They need to have some inhouse experience and have been a founder in their career. Based in New York,4.0,PeopleGPT,anthonyheaphy,Pearch.AI,jennshin,https://linkedin.com/in/anthonyheaphy,https://linkedin.com/in/jennshin,,
58,AI strategy consultant with a technical background and a deep understanding of AI / ML. They need to have some inhouse experience and have been a founder in their career. Based in New York,3.0,PeopleGPT,ashwani-varshney,Exa.AI,jack-brown-3plus1,https://linkedin.com/in/ashwani-varshney,https://linkedin.com/in/jack-brown-3plus1,,
241,AI strategy consultant with a technical background and a deep understanding of AI / ML. They need to have some inhouse experience and have been a founder in their career. Based in New York,5.0,PeopleGPT,singularitysi7,Exa.AI,mohammad-naqvi-a867991a,https://linkedin.com/in/singularitysi7,https://linkedin.com/in/mohammad-naqvi-a867991a,,
387,"Active angel investors who are interested in deep tech startup investments, spinouts from top universities. Only show people from the U.S.",2.0,PeopleGPT,chrisdsuh,Exa.AI,sebastian-barriga,https://linkedin.com/in/chrisdsuh,https://linkedin.com/in/sebastian-barriga,,
339,"Active angel investors who are interested in deep tech startup investments, spinouts from top universities. Only show people from the U.S.",5.0,LinkedIn,yasibaiani,PeopleGPT,joannachang,https://linkedin.com/in/yasibaiani,https://linkedin.com/in/joannachang,,
372,Amazon PPC Specialist in e-commerce sector in Boston,4.0,LinkedIn,kraig-hill-mba-52b01a180,Pearch.AI,gretchenmacon,https://linkedin.com/in/kraig-hill-mba-52b01a180,https://linkedin.com/in/gretchenmacon,,
769,Armenian tech guys how want to make charity. Only show people from the U.S.,4.0,Pearch.AI,armenorujyan,LinkedIn,nick--bruce,https://linkedin.com/in/armenorujyan,https://linkedin.com/in/nick--bruce,,
243,Armenian tech guys how want to make charity. Only show people from the U.S.,1.0,LinkedIn,brittney-junkins-18b032118,PeopleGPT,realjeero,https://linkedin.com/in/brittney-junkins-18b032118,https://linkedin.com/in/realjeero,,
815,Armenian tech guys how want to make charity. Only show people from the U.S.,4.0,LinkedIn,nick--bruce,Exa.AI,vahe-aghabegians-4a23482b,https://linkedin.com/in/nick--bruce,https://linkedin.com/in/vahe-aghabegians-4a23482b,,
871,"Business development manager (junior to mid-level, not senior or director-level) with experience in B2B SaaS AI products (productivity software), preferably in startups, based in Philadelphia",1.0,Exa.AI,jakeflaherty1,PeopleGPT,seanmkavanaughexecutivesearch,https://linkedin.com/in/jakeflaherty1,https://linkedin.com/in/seanmkavanaughexecutivesearch,,
821,"Business development manager (junior to mid-level, not senior or director-level) with experience in B2B SaaS AI products (productivity software), preferably in startups, based in Philadelphia",5.0,LinkedIn,michael-bernstein-17b81264,Pearch.AI,danielkyle21,https://linkedin.com/in/michael-bernstein-17b81264,https://linkedin.com/in/danielkyle21,,
565,"Business development manager (junior to mid-level, not senior or director-level) with experience in B2B SaaS AI products (productivity software), preferably in startups, based in Philadelphia",2.0,LinkedIn,paras-mughal-078774207,Exa.AI,jpkenley,https://linkedin.com/in/paras-mughal-078774207,https://linkedin.com/in/jpkenley,,
161,C-level and VP executives at software companies of 500 people or more. Only show people from the U.S.,2.0,LinkedIn,linked2mark,Pearch.AI,jenbmorgan,https://linkedin.com/in/linked2mark,https://linkedin.com/in/jenbmorgan,,
700,COO who speaks Russians with experience with working with companies who focus on education through content and sell courses. Only show people from the U.S.,8.0,Pearch.AI,alexeydomakhin,LinkedIn,federicomalatesta,https://linkedin.com/in/alexeydomakhin,https://linkedin.com/in/federicomalatesta,,
982,COO who speaks Russians with experience with working with companies who focus on education through content and sell courses. Only show people from the U.S.,2.0,Pearch.AI,xavier-iraal-0234164b,Exa.AI,khoromskayad,https://linkedin.com/in/xavier-iraal-0234164b,https://linkedin.com/in/khoromskayad,,
646,COO who speaks Russians with experience with working with companies who focus on education through content and sell courses. Only show people from the U.S.,6.0,Pearch.AI,artemsedin,PeopleGPT,neliandersen,https://linkedin.com/in/artemsedin,https://linkedin.com/in/neliandersen,,
508,COOs from small consumer hardware companies in California,1.0,PeopleGPT,raysawall,Exa.AI,valrogers1,https://linkedin.com/in/raysawall,https://linkedin.com/in/valrogers1,,
