id,query,rank,source1,docid1,source2,docid2,url1,url2,winner,comment
83,"A Boston University (BU) alum that is a head of a department or a founder at an AI first, or AI adjacent company. The company can be losely related to AI or LLMs, or might be working to building out their AI feature set. Only show people from the U.S.",5.0,Exa.AI,ramcnaidu,LinkedIn,brian-l-lichorowic-0615a,https://linkedin.com/in/ramcnaidu,https://linkedin.com/in/brian-l-lichorowic-0615a,,
167,"A Boston University (BU) alum that is a head of a department or a founder at an AI first, or AI adjacent company. The company can be losely related to AI or LLMs, or might be working to building out their AI feature set. Only show people from the U.S.",3.0,Pearch.AI,sjunwikul,LinkedIn,borisraskin,https://linkedin.com/in/sjunwikul,https://linkedin.com/in/borisraskin,,
417,A backend engineer from a top computer science program living in san francisco with 5 years experience working in startups developing performant and scalable backend systems and databases,2.0,PeopleGPT,sudhirvijay,LinkedIn,igal-babushkin,https://linkedin.com/in/sudhirvijay,https://linkedin.com/in/igal-babushkin,,
533,A perception or computer vision engineer with experience at a startup related to self-driving cars or drones based in San Francisco,4.0,Exa.AI,dungvt,Pearch.AI,aaditp,https://linkedin.com/in/dungvt,https://linkedin.com/in/aaditp,,
89,A perception or computer vision engineer with experience at a startup related to self-driving cars or drones based in San Francisco,5.0,LinkedIn,bingai1985,Pearch.AI,yang-xue,https://linkedin.com/in/bingai1985,https://linkedin.com/in/yang-xue,,
113,"Active angel investors who are interested in deep tech startup investments, spinouts from top universities. Only show people from the U.S.",2.0,Pearch.AI,deeptechvc,PeopleGPT,chrisdsuh,https://linkedin.com/in/deeptechvc,https://linkedin.com/in/chrisdsuh,,
104,"Active angel investors who are interested in deep tech startup investments, spinouts from top universities. Only show people from the U.S.",9.0,PeopleGPT,rishi-n-434444,Pearch.AI,barookhian,https://linkedin.com/in/rishi-n-434444,https://linkedin.com/in/barookhian,,
694,Amazon PPC Specialist in e-commerce sector in Boston,7.0,Pearch.AI,ahranlee121288,LinkedIn,pooja-rajbhar-2390a81aa,https://linkedin.com/in/ahranlee121288,https://linkedin.com/in/pooja-rajbhar-2390a81aa,,
634,Armenian tech guys how want to make charity. Only show people from the U.S.,9.0,Exa.AI,luccineh,LinkedIn,denys-kunyavski-05202019,https://linkedin.com/in/luccineh,https://linkedin.com/in/denys-kunyavski-05202019,,
444,Armenian tech guys how want to make charity. Only show people from the U.S.,5.0,LinkedIn,leonardo-krupek,PeopleGPT,nahrekhartoonian,https://linkedin.com/in/leonardo-krupek,https://linkedin.com/in/nahrekhartoonian,,
