id,query,rank,source1,docid1,source2,docid2,url1,url2,winner,comment
629,"A Boston University (BU) alum that is a head of a department or a founder at an AI first, or AI adjacent company. The company can be losely related to AI or LLMs, or might be working to building out their AI feature set. Only show people from the U.S.",1.0,PeopleGPT,richarddwhitcomb,LinkedIn,arkokoley,https://linkedin.com/in/richarddwhitcomb,https://linkedin.com/in/arkokoley,,
423,"A Boston University (BU) alum that is a head of a department or a founder at an AI first, or AI adjacent company. The company can be losely related to AI or LLMs, or might be working to building out their AI feature set. Only show people from the U.S.",9.0,LinkedIn,vbkotecha,PeopleGPT,russheissner,https://linkedin.com/in/vbkotecha,https://linkedin.com/in/russheissner,,
334,"A Boston University (BU) alum that is a head of a department or a founder at an AI first, or AI adjacent company. The company can be losely related to AI or LLMs, or might be working to building out their AI feature set. Only show people from the U.S.",6.0,Pearch.AI,jhafiz,LinkedIn,kingsley-sendze-98162166,https://linkedin.com/in/jhafiz,https://linkedin.com/in/kingsley-sendze-98162166,,
703,A backend engineer from a top computer science program living in san francisco with 5 years experience working in startups developing performant and scalable backend systems and databases,1.0,Exa.AI,alexspaul,PeopleGPT,hamishtushar,https://linkedin.com/in/alexspaul,https://linkedin.com/in/hamishtushar,,
442,A backend engineer from a top computer science program living in san francisco with 5 years experience working in startups developing performant and scalable backend systems and databases,1.0,PeopleGPT,hamishtushar,LinkedIn,alexckyeung,https://linkedin.com/in/hamishtushar,https://linkedin.com/in/alexckyeung,,
580,A backend engineer from a top computer science program living in san francisco with 5 years experience working in startups developing performant and scalable backend systems and databases,5.0,Pearch.AI,mukulm03,PeopleGPT,jeffyip7,https://linkedin.com/in/mukulm03,https://linkedin.com/in/jeffyip7,,
388,A perception or computer vision engineer with experience at a startup related to self-driving cars or drones based in San Francisco,6.0,Pearch.AI,warren-craddock-8bb60a4,Exa.AI,marek-hadlaw-4869361,https://linkedin.com/in/warren-craddock-8bb60a4,https://linkedin.com/in/marek-hadlaw-4869361,,
41,A perception or computer vision engineer with experience at a startup related to self-driving cars or drones based in San Francisco,7.0,Pearch.AI,danny-jeck-83640711,LinkedIn,supreethrao,https://linkedin.com/in/danny-jeck-83640711,https://linkedin.com/in/supreethrao,,
404,AI strategy consultant with a technical background and a deep understanding of AI / ML. They need to have some inhouse experience and have been a founder in their career. Based in New York,2.0,Pearch.AI,jiahao,LinkedIn,kevinhawz,https://linkedin.com/in/jiahao,https://linkedin.com/in/kevinhawz,,
711,AI strategy consultant with a technical background and a deep understanding of AI / ML. They need to have some inhouse experience and have been a founder in their career. Based in New York,1.0,PeopleGPT,logemerson,LinkedIn,shankarmohan2,https://linkedin.com/in/logemerson,https://linkedin.com/in/shankarmohan2,,
79,"Active angel investors who are interested in deep tech startup investments, spinouts from top universities. Only show people from the U.S.",4.0,Exa.AI,helensandhill,LinkedIn,tinakhadivi,https://linkedin.com/in/helensandhill,https://linkedin.com/in/tinakhadivi,,
567,"Active angel investors who are interested in deep tech startup investments, spinouts from top universities. Only show people from the U.S.",1.0,PeopleGPT,andrewafinch,Exa.AI,clementsong,https://linkedin.com/in/andrewafinch,https://linkedin.com/in/clementsong,,
125,Amazon PPC Specialist in e-commerce sector in Boston,9.0,Exa.AI,dnemeroff,Pearch.AI,tiana-hendrix,https://linkedin.com/in/dnemeroff,https://linkedin.com/in/tiana-hendrix,,
133,Amazon PPC Specialist in e-commerce sector in Boston,7.0,LinkedIn,pooja-rajbhar-2390a81aa,Exa.AI,lewis-mustoe-549054127,https://linkedin.com/in/pooja-rajbhar-2390a81aa,https://linkedin.com/in/lewis-mustoe-549054127,,
530,Amazon PPC Specialist in e-commerce sector in Boston,8.0,Pearch.AI,tiana-hendrix-92a285172,LinkedIn,drew-caporale-444508b1,https://linkedin.com/in/tiana-hendrix-92a285172,https://linkedin.com/in/drew-caporale-444508b1,,
228,"Business development manager (junior to mid-level, not senior or director-level) with experience in B2B SaaS AI products (productivity software), preferably in startups, based in Philadelphia",6.0,LinkedIn,michaelanorman,PeopleGPT,kennethrosner,https://linkedin.com/in/michaelanorman,https://linkedin.com/in/kennethrosner,,
69,C-level and VP executives at software companies of 500 people or more. Only show people from the U.S.,3.0,Exa.AI,ron-hashem,LinkedIn,jace-henderson-845094184,https://linkedin.com/in/ron-hashem,https://linkedin.com/in/jace-henderson-845094184,,
181,C-level and VP executives at software companies of 500 people or more. Only show people from the U.S.,0.0,Pearch.AI,dmoynihan,LinkedIn,justin-jones-968662186,https://linkedin.com/in/dmoynihan,https://linkedin.com/in/justin-jones-968662186,,
172,C-level and VP executives at software companies of 500 people or more. Only show people from the U.S.,6.0,Pearch.AI,dev-stahlkopf,PeopleGPT,dedius,https://linkedin.com/in/dev-stahlkopf,https://linkedin.com/in/dedius,,
302,COO who speaks Russians with experience with working with companies who focus on education through content and sell courses. Only show people from the U.S.,5.0,LinkedIn,olga-piontkowski,PeopleGPT,raffi-bhardwaj,https://linkedin.com/in/olga-piontkowski,https://linkedin.com/in/raffi-bhardwaj,,
745,COO who speaks Russians with experience with working with companies who focus on education through content and sell courses. Only show people from the U.S.,3.0,PeopleGPT,caitlynlamdin,Pearch.AI,rita-vinokur-32b52083,https://linkedin.com/in/caitlynlamdin,https://linkedin.com/in/rita-vinokur-32b52083,,
450,COO who speaks Russians with experience with working with companies who focus on education through content and sell courses. Only show people from the U.S.,8.0,Exa.AI,anya-p-7b3b5443,PeopleGPT,bigmountain,https://linkedin.com/in/anya-p-7b3b5443,https://linkedin.com/in/bigmountain,,
773,COO who speaks Russians with experience with working with companies who focus on education through content and sell courses. Only show people from the U.S.,3.0,LinkedIn,andreapowers1,Exa.AI,ksenia-zhitomirskaya-095743b1,https://linkedin.com/in/andreapowers1,https://linkedin.com/in/ksenia-zhitomirskaya-095743b1,,
